source,run_id,source_trace_id,trace_id,label,item_count,word,mutation,route_preserving,description
fixtures/v11_normal_runs/run-00.json,run-00,run0-n2-r0,run0-n2-r0-drop-product-server-occurrence,anomaly,2,p#ccs#pcpcs,drop-product-server-occurrence,True,drop one Product Catalog SERVER span; another product edge remains
fixtures/v11_normal_runs/run-00.json,run-00,run0-n2-r0,run0-n2-r0-duplicate-product-currency-server-occurrence,anomaly,2,pp#cccs#pcpcs,duplicate-product-currency-server-occurrence,True,duplicate one product-price Currency SERVER span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n2-r0,run0-n2-r0-duplicate-product-server-occurrence,anomaly,2,ppp#ccs#pcpcs,duplicate-product-server-occurrence,True,duplicate one Product Catalog SERVER span without duplicating its CLIENT span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n2-r0,run0-n2-r0-duplicate-shipping-currency-server-occurrence,anomaly,2,pp#ccss#pcpcs,duplicate-shipping-currency-server-occurrence,True,duplicate the shipping Currency SERVER span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n2-r1,run0-n2-r1,normal,2,pp#ccs#pcpcs,none,True,unmodified normal trace projection
fixtures/v11_normal_runs/run-00.json,run-00,run0-n2-r1,run0-n2-r1-currency-server-phase-inversion,anomaly,2,pp#csc#pcpcs,currency-server-phase-inversion,True,swap the final product-conversion and shipping-conversion SERVER order while retaining Checkout CLIENT order
fixtures/v11_normal_runs/run-00.json,run-00,run0-n2-r1,run0-n2-r1-drop-product-currency-server-occurrence,anomaly,2,pp#cs#pcpcs,drop-product-currency-server-occurrence,True,drop one product-price Currency SERVER span; other Currency edges remain
fixtures/v11_normal_runs/run-00.json,run-00,run0-n2-r1,run0-n2-r1-drop-product-server-occurrence,anomaly,2,p#ccs#pcpcs,drop-product-server-occurrence,True,drop one Product Catalog SERVER span; another product edge remains
fixtures/v11_normal_runs/run-00.json,run-00,run0-n2-r1,run0-n2-r1-duplicate-product-currency-server-occurrence,anomaly,2,pp#cccs#pcpcs,duplicate-product-currency-server-occurrence,True,duplicate one product-price Currency SERVER span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n2-r1,run0-n2-r1-duplicate-product-server-occurrence,anomaly,2,ppp#ccs#pcpcs,duplicate-product-server-occurrence,True,duplicate one Product Catalog SERVER span without duplicating its CLIENT span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n2-r1,run0-n2-r1-duplicate-shipping-currency-server-occurrence,anomaly,2,pp#ccss#pcpcs,duplicate-shipping-currency-server-occurrence,True,duplicate the shipping Currency SERVER span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n3-r0,run0-n3-r0,normal,3,ppp#cccs#pcpcpcs,none,True,unmodified normal trace projection
fixtures/v11_normal_runs/run-00.json,run-00,run0-n3-r0,run0-n3-r0-currency-server-phase-inversion,anomaly,3,ppp#ccsc#pcpcpcs,currency-server-phase-inversion,True,swap the final product-conversion and shipping-conversion SERVER order while retaining Checkout CLIENT order
fixtures/v11_normal_runs/run-00.json,run-00,run0-n3-r0,run0-n3-r0-drop-product-currency-server-occurrence,anomaly,3,ppp#ccs#pcpcpcs,drop-product-currency-server-occurrence,True,drop one product-price Currency SERVER span; other Currency edges remain
fixtures/v11_normal_runs/run-00.json,run-00,run0-n3-r0,run0-n3-r0-drop-product-server-occurrence,anomaly,3,pp#cccs#pcpcpcs,drop-product-server-occurrence,True,drop one Product Catalog SERVER span; another product edge remains
fixtures/v11_normal_runs/run-00.json,run-00,run0-n3-r0,run0-n3-r0-duplicate-product-currency-server-occurrence,anomaly,3,ppp#ccccs#pcpcpcs,duplicate-product-currency-server-occurrence,True,duplicate one product-price Currency SERVER span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n3-r0,run0-n3-r0-duplicate-product-server-occurrence,anomaly,3,pppp#cccs#pcpcpcs,duplicate-product-server-occurrence,True,duplicate one Product Catalog SERVER span without duplicating its CLIENT span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n3-r0,run0-n3-r0-duplicate-shipping-currency-server-occurrence,anomaly,3,ppp#cccss#pcpcpcs,duplicate-shipping-currency-server-occurrence,True,duplicate the shipping Currency SERVER span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n3-r1,run0-n3-r1,normal,3,ppp#cccs#pcpcpcs,none,True,unmodified normal trace projection
fixtures/v11_normal_runs/run-00.json,run-00,run0-n3-r1,run0-n3-r1-currency-server-phase-inversion,anomaly,3,ppp#ccsc#pcpcpcs,currency-server-phase-inversion,True,swap the final product-conversion and shipping-conversion SERVER order while retaining Checkout CLIENT order
fixtures/v11_normal_runs/run-00.json,run-00,run0-n3-r1,run0-n3-r1-drop-product-currency-server-occurrence,anomaly,3,ppp#ccs#pcpcpcs,drop-product-currency-server-occurrence,True,drop one product-price Currency SERVER span; other Currency edges remain
fixtures/v11_normal_runs/run-00.json,run-00,run0-n3-r1,run0-n3-r1-drop-product-server-occurrence,anomaly,3,pp#cccs#pcpcpcs,drop-product-server-occurrence,True,drop one Product Catalog SERVER span; another product edge remains
fixtures/v11_normal_runs/run-00.json,run-00,run0-n3-r1,run0-n3-r1-duplicate-product-currency-server-occurrence,anomaly,3,ppp#ccccs#pcpcpcs,duplicate-product-currency-server-occurrence,True,duplicate one product-price Currency SERVER span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n3-r1,run0-n3-r1-duplicate-product-server-occurrence,anomaly,3,pppp#cccs#pcpcpcs,duplicate-product-server-occurrence,True,duplicate one Product Catalog SERVER span without duplicating its CLIENT span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n3-r1,run0-n3-r1-duplicate-shipping-currency-server-occurrence,anomaly,3,ppp#cccss#pcpcpcs,duplicate-shipping-currency-server-occurrence,True,duplicate the shipping Currency SERVER span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n4-r0,run0-n4-r0,normal,4,pppp#ccccs#pcpcpcpcs,none,True,unmodified normal trace projection
fixtures/v11_normal_runs/run-00.json,run-00,run0-n4-r0,run0-n4-r0-currency-server-phase-inversion,anomaly,4,pppp#cccsc#pcpcpcpcs,currency-server-phase-inversion,True,swap the final product-conversion and shipping-conversion SERVER order while retaining Checkout CLIENT order
fixtures/v11_normal_runs/run-00.json,run-00,run0-n4-r0,run0-n4-r0-drop-product-currency-server-occurrence,anomaly,4,pppp#cccs#pcpcpcpcs,drop-product-currency-server-occurrence,True,drop one product-price Currency SERVER span; other Currency edges remain
fixtures/v11_normal_runs/run-00.json,run-00,run0-n4-r0,run0-n4-r0-drop-product-server-occurrence,anomaly,4,ppp#ccccs#pcpcpcpcs,drop-product-server-occurrence,True,drop one Product Catalog SERVER span; another product edge remains
fixtures/v11_normal_runs/run-00.json,run-00,run0-n4-r0,run0-n4-r0-duplicate-product-currency-server-occurrence,anomaly,4,pppp#cccccs#pcpcpcpcs,duplicate-product-currency-server-occurrence,True,duplicate one product-price Currency SERVER span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n4-r0,run0-n4-r0-duplicate-product-server-occurrence,anomaly,4,ppppp#ccccs#pcpcpcpcs,duplicate-product-server-occurrence,True,duplicate one Product Catalog SERVER span without duplicating its CLIENT span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n4-r0,run0-n4-r0-duplicate-shipping-currency-server-occurrence,anomaly,4,pppp#ccccss#pcpcpcpcs,duplicate-shipping-currency-server-occurrence,True,duplicate the shipping Currency SERVER span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n4-r1,run0-n4-r1,normal,4,pppp#ccccs#pcpcpcpcs,none,True,unmodified normal trace projection
fixtures/v11_normal_runs/run-00.json,run-00,run0-n4-r1,run0-n4-r1-currency-server-phase-inversion,anomaly,4,pppp#cccsc#pcpcpcpcs,currency-server-phase-inversion,True,swap the final product-conversion and shipping-conversion SERVER order while retaining Checkout CLIENT order
fixtures/v11_normal_runs/run-00.json,run-00,run0-n4-r1,run0-n4-r1-drop-product-currency-server-occurrence,anomaly,4,pppp#cccs#pcpcpcpcs,drop-product-currency-server-occurrence,True,drop one product-price Currency SERVER span; other Currency edges remain
fixtures/v11_normal_runs/run-00.json,run-00,run0-n4-r1,run0-n4-r1-drop-product-server-occurrence,anomaly,4,ppp#ccccs#pcpcpcpcs,drop-product-server-occurrence,True,drop one Product Catalog SERVER span; another product edge remains
fixtures/v11_normal_runs/run-00.json,run-00,run0-n4-r1,run0-n4-r1-duplicate-product-currency-server-occurrence,anomaly,4,pppp#cccccs#pcpcpcpcs,duplicate-product-currency-server-occurrence,True,duplicate one product-price Currency SERVER span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n4-r1,run0-n4-r1-duplicate-product-server-occurrence,anomaly,4,ppppp#ccccs#pcpcpcpcs,duplicate-product-server-occurrence,True,duplicate one Product Catalog SERVER span without duplicating its CLIENT span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n4-r1,run0-n4-r1-duplicate-shipping-currency-server-occurrence,anomaly,4,pppp#ccccss#pcpcpcpcs,duplicate-shipping-currency-server-occurrence,True,duplicate the shipping Currency SERVER span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n5-r0,run0-n5-r0,normal,5,ppppp#cccccs#pcpcpcpcpcs,none,True,unmodified normal trace projection
fixtures/v11_normal_runs/run-00.json,run-00,run0-n5-r0,run0-n5-r0-currency-server-phase-inversion,anomaly,5,ppppp#ccccsc#pcpcpcpcpcs,currency-server-phase-inversion,True,swap the final product-conversion and shipping-conversion SERVER order while retaining Checkout CLIENT order
fixtures/v11_normal_runs/run-00.json,run-00,run0-n5-r0,run0-n5-r0-drop-product-currency-server-occurrence,anomaly,5,ppppp#ccccs#pcpcpcpcpcs,drop-product-currency-server-occurrence,True,drop one product-price Currency SERVER span; other Currency edges remain
fixtures/v11_normal_runs/run-00.json,run-00,run0-n5-r0,run0-n5-r0-drop-product-server-occurrence,anomaly,5,pppp#cccccs#pcpcpcpcpcs,drop-product-server-occurrence,True,drop one Product Catalog SERVER span; another product edge remains
fixtures/v11_normal_runs/run-00.json,run-00,run0-n5-r0,run0-n5-r0-duplicate-product-currency-server-occurrence,anomaly,5,ppppp#ccccccs#pcpcpcpcpcs,duplicate-product-currency-server-occurrence,True,duplicate one product-price Currency SERVER span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n5-r0,run0-n5-r0-duplicate-product-server-occurrence,anomaly,5,pppppp#cccccs#pcpcpcpcpcs,duplicate-product-server-occurrence,True,duplicate one Product Catalog SERVER span without duplicating its CLIENT span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n5-r0,run0-n5-r0-duplicate-shipping-currency-server-occurrence,anomaly,5,ppppp#cccccss#pcpcpcpcpcs,duplicate-shipping-currency-server-occurrence,True,duplicate the shipping Currency SERVER span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n5-r1,run0-n5-r1,normal,5,ppppp#cccccs#pcpcpcpcpcs,none,True,unmodified normal trace projection
fixtures/v11_normal_runs/run-00.json,run-00,run0-n5-r1,run0-n5-r1-currency-server-phase-inversion,anomaly,5,ppppp#ccccsc#pcpcpcpcpcs,currency-server-phase-inversion,True,swap the final product-conversion and shipping-conversion SERVER order while retaining Checkout CLIENT order
fixtures/v11_normal_runs/run-00.json,run-00,run0-n5-r1,run0-n5-r1-drop-product-currency-server-occurrence,anomaly,5,ppppp#ccccs#pcpcpcpcpcs,drop-product-currency-server-occurrence,True,drop one product-price Currency SERVER span; other Currency edges remain
fixtures/v11_normal_runs/run-00.json,run-00,run0-n5-r1,run0-n5-r1-drop-product-server-occurrence,anomaly,5,pppp#cccccs#pcpcpcpcpcs,drop-product-server-occurrence,True,drop one Product Catalog SERVER span; another product edge remains
fixtures/v11_normal_runs/run-00.json,run-00,run0-n5-r1,run0-n5-r1-duplicate-product-currency-server-occurrence,anomaly,5,ppppp#ccccccs#pcpcpcpcpcs,duplicate-product-currency-server-occurrence,True,duplicate one product-price Currency SERVER span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n5-r1,run0-n5-r1-duplicate-product-server-occurrence,anomaly,5,pppppp#cccccs#pcpcpcpcpcs,duplicate-product-server-occurrence,True,duplicate one Product Catalog SERVER span without duplicating its CLIENT span
fixtures/v11_normal_runs/run-00.json,run-00,run0-n5-r1,run0-n5-r1-duplicate-shipping-currency-server-occurrence,anomaly,5,ppppp#cccccss#pcpcpcpcpcs,duplicate-shipping-currency-server-occurrence,True,duplicate the shipping Currency SERVER span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n1-r0,run1-n1-r0,normal,1,p#cs#pcs,none,True,unmodified normal trace projection
fixtures/v11_normal_runs/run-01.json,run-01,run1-n1-r0,run1-n1-r0-currency-server-phase-inversion,anomaly,1,p#sc#pcs,currency-server-phase-inversion,True,swap the final product-conversion and shipping-conversion SERVER order while retaining Checkout CLIENT order
fixtures/v11_normal_runs/run-01.json,run-01,run1-n1-r0,run1-n1-r0-duplicate-product-currency-server-occurrence,anomaly,1,p#ccs#pcs,duplicate-product-currency-server-occurrence,True,duplicate one product-price Currency SERVER span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n1-r0,run1-n1-r0-duplicate-product-server-occurrence,anomaly,1,pp#cs#pcs,duplicate-product-server-occurrence,True,duplicate one Product Catalog SERVER span without duplicating its CLIENT span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n1-r0,run1-n1-r0-duplicate-shipping-currency-server-occurrence,anomaly,1,p#css#pcs,duplicate-shipping-currency-server-occurrence,True,duplicate the shipping Currency SERVER span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n1-r1,run1-n1-r1,normal,1,p#cs#pcs,none,True,unmodified normal trace projection
fixtures/v11_normal_runs/run-01.json,run-01,run1-n1-r1,run1-n1-r1-currency-server-phase-inversion,anomaly,1,p#sc#pcs,currency-server-phase-inversion,True,swap the final product-conversion and shipping-conversion SERVER order while retaining Checkout CLIENT order
fixtures/v11_normal_runs/run-01.json,run-01,run1-n1-r1,run1-n1-r1-duplicate-product-currency-server-occurrence,anomaly,1,p#ccs#pcs,duplicate-product-currency-server-occurrence,True,duplicate one product-price Currency SERVER span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n1-r1,run1-n1-r1-duplicate-product-server-occurrence,anomaly,1,pp#cs#pcs,duplicate-product-server-occurrence,True,duplicate one Product Catalog SERVER span without duplicating its CLIENT span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n1-r1,run1-n1-r1-duplicate-shipping-currency-server-occurrence,anomaly,1,p#css#pcs,duplicate-shipping-currency-server-occurrence,True,duplicate the shipping Currency SERVER span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n2-r0,run1-n2-r0,normal,2,pp#ccs#pcpcs,none,True,unmodified normal trace projection
fixtures/v11_normal_runs/run-01.json,run-01,run1-n2-r0,run1-n2-r0-currency-server-phase-inversion,anomaly,2,pp#csc#pcpcs,currency-server-phase-inversion,True,swap the final product-conversion and shipping-conversion SERVER order while retaining Checkout CLIENT order
fixtures/v11_normal_runs/run-01.json,run-01,run1-n2-r0,run1-n2-r0-drop-product-currency-server-occurrence,anomaly,2,pp#cs#pcpcs,drop-product-currency-server-occurrence,True,drop one product-price Currency SERVER span; other Currency edges remain
fixtures/v11_normal_runs/run-01.json,run-01,run1-n2-r0,run1-n2-r0-drop-product-server-occurrence,anomaly,2,p#ccs#pcpcs,drop-product-server-occurrence,True,drop one Product Catalog SERVER span; another product edge remains
fixtures/v11_normal_runs/run-01.json,run-01,run1-n2-r0,run1-n2-r0-duplicate-product-currency-server-occurrence,anomaly,2,pp#cccs#pcpcs,duplicate-product-currency-server-occurrence,True,duplicate one product-price Currency SERVER span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n2-r0,run1-n2-r0-duplicate-product-server-occurrence,anomaly,2,ppp#ccs#pcpcs,duplicate-product-server-occurrence,True,duplicate one Product Catalog SERVER span without duplicating its CLIENT span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n2-r0,run1-n2-r0-duplicate-shipping-currency-server-occurrence,anomaly,2,pp#ccss#pcpcs,duplicate-shipping-currency-server-occurrence,True,duplicate the shipping Currency SERVER span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n2-r1,run1-n2-r1,normal,2,pp#ccs#pcpcs,none,True,unmodified normal trace projection
fixtures/v11_normal_runs/run-01.json,run-01,run1-n2-r1,run1-n2-r1-currency-server-phase-inversion,anomaly,2,pp#csc#pcpcs,currency-server-phase-inversion,True,swap the final product-conversion and shipping-conversion SERVER order while retaining Checkout CLIENT order
fixtures/v11_normal_runs/run-01.json,run-01,run1-n2-r1,run1-n2-r1-drop-product-currency-server-occurrence,anomaly,2,pp#cs#pcpcs,drop-product-currency-server-occurrence,True,drop one product-price Currency SERVER span; other Currency edges remain
fixtures/v11_normal_runs/run-01.json,run-01,run1-n2-r1,run1-n2-r1-drop-product-server-occurrence,anomaly,2,p#ccs#pcpcs,drop-product-server-occurrence,True,drop one Product Catalog SERVER span; another product edge remains
fixtures/v11_normal_runs/run-01.json,run-01,run1-n2-r1,run1-n2-r1-duplicate-product-currency-server-occurrence,anomaly,2,pp#cccs#pcpcs,duplicate-product-currency-server-occurrence,True,duplicate one product-price Currency SERVER span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n2-r1,run1-n2-r1-duplicate-product-server-occurrence,anomaly,2,ppp#ccs#pcpcs,duplicate-product-server-occurrence,True,duplicate one Product Catalog SERVER span without duplicating its CLIENT span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n2-r1,run1-n2-r1-duplicate-shipping-currency-server-occurrence,anomaly,2,pp#ccss#pcpcs,duplicate-shipping-currency-server-occurrence,True,duplicate the shipping Currency SERVER span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n3-r0,run1-n3-r0,normal,3,ppp#cccs#pcpcpcs,none,True,unmodified normal trace projection
fixtures/v11_normal_runs/run-01.json,run-01,run1-n3-r0,run1-n3-r0-currency-server-phase-inversion,anomaly,3,ppp#ccsc#pcpcpcs,currency-server-phase-inversion,True,swap the final product-conversion and shipping-conversion SERVER order while retaining Checkout CLIENT order
fixtures/v11_normal_runs/run-01.json,run-01,run1-n3-r0,run1-n3-r0-drop-product-currency-server-occurrence,anomaly,3,ppp#ccs#pcpcpcs,drop-product-currency-server-occurrence,True,drop one product-price Currency SERVER span; other Currency edges remain
fixtures/v11_normal_runs/run-01.json,run-01,run1-n3-r0,run1-n3-r0-drop-product-server-occurrence,anomaly,3,pp#cccs#pcpcpcs,drop-product-server-occurrence,True,drop one Product Catalog SERVER span; another product edge remains
fixtures/v11_normal_runs/run-01.json,run-01,run1-n3-r0,run1-n3-r0-duplicate-product-currency-server-occurrence,anomaly,3,ppp#ccccs#pcpcpcs,duplicate-product-currency-server-occurrence,True,duplicate one product-price Currency SERVER span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n3-r0,run1-n3-r0-duplicate-product-server-occurrence,anomaly,3,pppp#cccs#pcpcpcs,duplicate-product-server-occurrence,True,duplicate one Product Catalog SERVER span without duplicating its CLIENT span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n3-r0,run1-n3-r0-duplicate-shipping-currency-server-occurrence,anomaly,3,ppp#cccss#pcpcpcs,duplicate-shipping-currency-server-occurrence,True,duplicate the shipping Currency SERVER span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n3-r1,run1-n3-r1,normal,3,ppp#cccs#pcpcpcs,none,True,unmodified normal trace projection
fixtures/v11_normal_runs/run-01.json,run-01,run1-n3-r1,run1-n3-r1-currency-server-phase-inversion,anomaly,3,ppp#ccsc#pcpcpcs,currency-server-phase-inversion,True,swap the final product-conversion and shipping-conversion SERVER order while retaining Checkout CLIENT order
fixtures/v11_normal_runs/run-01.json,run-01,run1-n3-r1,run1-n3-r1-drop-product-currency-server-occurrence,anomaly,3,ppp#ccs#pcpcpcs,drop-product-currency-server-occurrence,True,drop one product-price Currency SERVER span; other Currency edges remain
fixtures/v11_normal_runs/run-01.json,run-01,run1-n3-r1,run1-n3-r1-drop-product-server-occurrence,anomaly,3,pp#cccs#pcpcpcs,drop-product-server-occurrence,True,drop one Product Catalog SERVER span; another product edge remains
fixtures/v11_normal_runs/run-01.json,run-01,run1-n3-r1,run1-n3-r1-duplicate-product-currency-server-occurrence,anomaly,3,ppp#ccccs#pcpcpcs,duplicate-product-currency-server-occurrence,True,duplicate one product-price Currency SERVER span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n3-r1,run1-n3-r1-duplicate-product-server-occurrence,anomaly,3,pppp#cccs#pcpcpcs,duplicate-product-server-occurrence,True,duplicate one Product Catalog SERVER span without duplicating its CLIENT span
fixtures/v11_normal_runs/run-01.json,run-01,run1-n3-r1,run1-n3-r1-duplicate-shipping-currency-server-occurrence,anomaly,3,ppp#cccss#pcpcpcs,duplicate-shipping-currency-server-occurrence,True,duplicate the shipping Currency SERVER span
fixtures/v11_normal_runs/run-02.json,run-02,run2-n1-r0,run2-n1-r0,normal,1,p#cs#pcs,none,True,unmodified normal trace projection
fixtures/v11_normal_runs/run-02.json,run-02,run2-n1-r0,run2-n1-r0-currency-server-phase-inversion,anomaly,1,p#sc#pcs,currency-server-phase-inversion,True,swap the final product-conversion and shipping-conversion SERVER order while retaining Checkout CLIENT order
fixtures/v11_normal_runs/run-02.json,run-02,run2-n1-r0,run2-n1-r0-duplicate-product-currency-server-occurrence,anomaly,1,p#ccs#pcs,duplicate-product-currency-server-occurrence,True,duplicate one product-price Currency SERVER span
fixtures/v11_normal_runs/run-02.json,run-02,run2-n1-r0,run2-n1-r0-duplicate-product-server-occurrence,anomaly,1,pp#cs#pcs,duplicate-product-server-occurrence,True,duplicate one Product Catalog SERVER span without duplicating its CLIENT span
fixtures/v11_normal_runs/run-02.json,run-02,run2-n1-r0,run2-n1-r0-duplicate-shipping-currency-server-occurrence,anomaly,1,p#css#pcs,duplicate-shipping-currency-server-occurrence,True,duplicate the shipping Currency SERVER span
fixtures/v11_normal_runs/run-02.json,run-02,run2-n1-r1,run2-n1-r1,normal,1,p#cs#pcs,none,True,unmodified normal trace projection
fixtures/v11_normal_runs/run-02.json,run-02,run2-n1-r1,run2-n1-r1-currency-server-phase-inversion,anomaly,1,p#sc#pcs,currency-server-phase-inversion,True,swap the final product-conversion and shipping-conversion SERVER order while retaining Checkout CLIENT order
fixtures/v11_normal_runs/run-02.json,run-02,run2-n1-r1,run2-n1-r1-duplicate-product-currency-server-occurrence,anomaly,1,p#ccs#pcs,duplicate-product-currency-server-occurrence,True,duplicate one product-price Currency SERVER span
fixtures/v11_normal_runs/run-02.json,run-02,run2-n1-r1,run2-n1-r1-duplicate-product-server-occurrence,anomaly,1,pp#cs#pcs,duplicate-product-server-occurrence,True,duplicate one Product Catalog SERVER span without duplicating its CLIENT span
fixtures/v11_normal_runs/run-02.json,run-02,run2-n1-r1,run2-n1-r1-duplicate-shipping-currency-server-occurrence,anomaly,1,p#css#pcs,duplicate-shipping-currency-server-occurrence,True,duplicate the shipping Currency SERVER span
fixtures/v11_normal_runs/run-02.json,run-02,run2-n2-r0,run2-n2-r0,normal,2,pp#ccs#pcpcs,none,True,unmodified normal trace projection
fixtures/v11_normal_runs/run-02.json,run-02,run2-n2-r0,run2-n2-r0-currency-server-phase-inversion,anomaly,2,pp#csc#pcpcs,currency-server-phase-inversion,True,swap the final product-conversion and shipping-conversion SERVER order while retaining Checkout CLIENT order
fixtures/v11_normal_runs/run-02.json,run-02,run2-n2-r0,run2-n2-r0-drop-product-currency-server-occurrence,anomaly,2,pp#cs#pcpcs,drop-product-currency-server-occurrence,True,drop one product-price Currency SERVER span; other Currency edges remain
fixtures/v11_normal_runs/run-02.json,run-02,run2-n2-r0,run2-n2-r0-drop-product-server-occurrence,anomaly,2,p#ccs#pcpcs,drop-product-server-occurrence,True,drop one Product Catalog SERVER span; another product edge remains
fixtures/v11_normal_runs/run-02.json,run-02,run2-n2-r0,run2-n2-r0-duplicate-product-currency-server-occurrence,anomaly,2,pp#cccs#pcpcs,duplicate-product-currency-server-occurrence,True,duplicate one product-price Currency SERVER span
fixtures/v11_normal_runs/run-02.json,run-02,run2-n2-r0,run2-n2-r0-duplicate-product-server-occurrence,anomaly,2,ppp#ccs#pcpcs,duplicate-product-server-occurrence,True,duplicate one Product Catalog SERVER span without duplicating its CLIENT span
fixtures/v11_normal_runs/run-02.json,run-02,run2-n2-r0,run2-n2-r0-duplicate-shipping-currency-server-occurrence,anomaly,2,pp#ccss#pcpcs,duplicate-shipping-currency-server-occurrence,True,duplicate the shipping Currency SERVER span
fixtures/v11_normal_runs/run-02.json,run-02,run2-n2-r1,run2-n2-r1,normal,2,pp#ccs#pcpcs,none,True,unmodified normal trace projection
fixtures/v11_normal_runs/run-02.json,run-02,run2-n2-r1,run2-n2-r1-currency-server-phase-inversion,anomaly,2,pp#csc#pcpcs,currency-server-phase-inversion,True,swap the final product-conversion and shipping-conversion SERVER order while retaining Checkout CLIENT order
